Fragment Size,Count,Range,Group,BAM File
570,4,500-1000,Normal,H7-plasma.bam
11800917,4,>1000,Normal,H7-plasma.bam
16453,4,>1000,Normal,H7-plasma.bam
438,4,200-500,Normal,H7-plasma.bam
7446,4,>1000,Normal,H7-plasma.bam
1612,4,>1000,Normal,H7-plasma.bam
366,4,200-500,Normal,H7-plasma.bam
113234,4,>1000,Normal,H7-plasma.bam
471,4,200-500,Normal,H7-plasma.bam
113247,4,>1000,Normal,H7-plasma.bam
113244,4,>1000,Normal,H7-plasma.bam
113248,4,>1000,Normal,H7-plasma.bam
113255,4,>1000,Normal,H7-plasma.bam
4891749,4,>1000,Normal,H7-plasma.bam
113265,4,>1000,Normal,H7-plasma.bam
2382,4,>1000,Normal,H7-plasma.bam
556,4,500-1000,Normal,H7-plasma.bam
4933537,4,>1000,Normal,H7-plasma.bam
3346290,4,>1000,Normal,H7-plasma.bam
557567,4,>1000,Normal,H7-plasma.bam
634,4,500-1000,Normal,H7-plasma.bam
278,4,200-500,Normal,H7-plasma.bam
15000,4,>1000,Normal,H7-plasma.bam
11492044,4,>1000,Normal,H7-plasma.bam
2306652,4,>1000,Normal,H7-plasma.bam
2306667,4,>1000,Normal,H7-plasma.bam
901,4,500-1000,Normal,H7-plasma.bam
12,4,100-200,Normal,H7-plasma.bam
31608,4,>1000,Normal,H7-plasma.bam
11492037,4,>1000,Normal,H7-plasma.bam
15716664,4,>1000,Normal,H7-plasma.bam
4955238,4,>1000,Normal,H7-plasma.bam
257809,4,>1000,Normal,H7-plasma.bam
264,4,200-500,Normal,H7-plasma.bam
525,4,500-1000,Normal,H7-plasma.bam
2227,4,>1000,Normal,H7-plasma.bam
15719534,4,>1000,Normal,H7-plasma.bam
285,4,200-500,Normal,H7-plasma.bam
25412,4,>1000,Normal,H7-plasma.bam
290,4,200-500,Normal,H7-plasma.bam
26,4,100-200,Normal,H7-plasma.bam
389,4,200-500,Normal,H7-plasma.bam
1181,4,>1000,Normal,H7-plasma.bam
490,4,200-500,Normal,H7-plasma.bam
3910927,3,>1000,Normal,H7-plasma.bam
77681,3,>1000,Normal,H7-plasma.bam
1220240,3,>1000,Normal,H7-plasma.bam
7987,3,>1000,Normal,H7-plasma.bam
3,3,100-200,Normal,H7-plasma.bam
447,3,200-500,Normal,H7-plasma.bam
6829,3,>1000,Normal,H7-plasma.bam
12956,3,>1000,Normal,H7-plasma.bam
53957,3,>1000,Normal,H7-plasma.bam
11800945,3,>1000,Normal,H7-plasma.bam
515058,3,>1000,Normal,H7-plasma.bam
62329,3,>1000,Normal,H7-plasma.bam
5436,3,>1000,Normal,H7-plasma.bam
3911036,3,>1000,Normal,H7-plasma.bam
7161,3,>1000,Normal,H7-plasma.bam
344,3,200-500,Normal,H7-plasma.bam
3092742,3,>1000,Normal,H7-plasma.bam
11800898,3,>1000,Normal,H7-plasma.bam
6142,3,>1000,Normal,H7-plasma.bam
1111,3,>1000,Normal,H7-plasma.bam
490281,3,>1000,Normal,H7-plasma.bam
29286,3,>1000,Normal,H7-plasma.bam
490282,3,>1000,Normal,H7-plasma.bam
7795,3,>1000,Normal,H7-plasma.bam
780,3,500-1000,Normal,H7-plasma.bam
281,3,200-500,Normal,H7-plasma.bam
11800876,3,>1000,Normal,H7-plasma.bam
4862222,3,>1000,Normal,H7-plasma.bam
3045149,3,>1000,Normal,H7-plasma.bam
13913,3,>1000,Normal,H7-plasma.bam
878,3,500-1000,Normal,H7-plasma.bam
4916203,3,>1000,Normal,H7-plasma.bam
454,3,200-500,Normal,H7-plasma.bam
2537,3,>1000,Normal,H7-plasma.bam
109167,3,>1000,Normal,H7-plasma.bam
561672,3,>1000,Normal,H7-plasma.bam
13894,3,>1000,Normal,H7-plasma.bam
11492024,3,>1000,Normal,H7-plasma.bam
174844,3,>1000,Normal,H7-plasma.bam
11800933,3,>1000,Normal,H7-plasma.bam
45820590,3,>1000,Normal,H7-plasma.bam
635,3,500-1000,Normal,H7-plasma.bam
554514,3,>1000,Normal,H7-plasma.bam
174753,3,>1000,Normal,H7-plasma.bam
2032,3,>1000,Normal,H7-plasma.bam
10,3,100-200,Normal,H7-plasma.bam
11800927,3,>1000,Normal,H7-plasma.bam
157426,3,>1000,Normal,H7-plasma.bam
58786,3,>1000,Normal,H7-plasma.bam
11800914,3,>1000,Normal,H7-plasma.bam
2862789,3,>1000,Normal,H7-plasma.bam
893,3,500-1000,Normal,H7-plasma.bam
10825,3,>1000,Normal,H7-plasma.bam
15182,3,>1000,Normal,H7-plasma.bam
3045388,3,>1000,Normal,H7-plasma.bam
153190,3,>1000,Normal,H7-plasma.bam
10970,3,>1000,Normal,H7-plasma.bam
338,3,200-500,Normal,H7-plasma.bam
922733,3,>1000,Normal,H7-plasma.bam
1189,3,>1000,Normal,H7-plasma.bam
343,3,200-500,Normal,H7-plasma.bam
11800852,3,>1000,Normal,H7-plasma.bam
174087,3,>1000,Normal,H7-plasma.bam
19443,3,>1000,Normal,H7-plasma.bam
2306648,3,>1000,Normal,H7-plasma.bam
9,3,100-200,Normal,H7-plasma.bam
8854,3,>1000,Normal,H7-plasma.bam
4832040,3,>1000,Normal,H7-plasma.bam
11045,3,>1000,Normal,H7-plasma.bam
947,3,500-1000,Normal,H7-plasma.bam
153302,3,>1000,Normal,H7-plasma.bam
601,3,500-1000,Normal,H7-plasma.bam
45124392,3,>1000,Normal,H7-plasma.bam
740,3,500-1000,Normal,H7-plasma.bam
2306624,3,>1000,Normal,H7-plasma.bam
384,3,200-500,Normal,H7-plasma.bam
25485,3,>1000,Normal,H7-plasma.bam
13502,3,>1000,Normal,H7-plasma.bam
591,3,500-1000,Normal,H7-plasma.bam
76994,3,>1000,Normal,H7-plasma.bam
13910,3,>1000,Normal,H7-plasma.bam
841366,3,>1000,Normal,H7-plasma.bam
77452067,3,>1000,Normal,H7-plasma.bam
21,3,100-200,Normal,H7-plasma.bam
3407708,3,>1000,Normal,H7-plasma.bam
21639,3,>1000,Normal,H7-plasma.bam
21482,3,>1000,Normal,H7-plasma.bam
4955237,3,>1000,Normal,H7-plasma.bam
27960,3,>1000,Normal,H7-plasma.bam
406363,3,>1000,Normal,H7-plasma.bam
25303,3,>1000,Normal,H7-plasma.bam
18122,3,>1000,Normal,H7-plasma.bam
1235,3,>1000,Normal,H7-plasma.bam
4933673,3,>1000,Normal,H7-plasma.bam
440451,3,>1000,Normal,H7-plasma.bam
1440,3,>1000,Normal,H7-plasma.bam
1820,3,>1000,Normal,H7-plasma.bam
53796,3,>1000,Normal,H7-plasma.bam
95051,3,>1000,Normal,H7-plasma.bam
4967803,3,>1000,Normal,H7-plasma.bam
14745,3,>1000,Normal,H7-plasma.bam
1974,3,>1000,Normal,H7-plasma.bam
502,3,500-1000,Normal,H7-plasma.bam
699193,3,>1000,Normal,H7-plasma.bam
2306664,3,>1000,Normal,H7-plasma.bam
15297,3,>1000,Normal,H7-plasma.bam
1158,3,>1000,Normal,H7-plasma.bam
31388,3,>1000,Normal,H7-plasma.bam
113266,3,>1000,Normal,H7-plasma.bam
7383,3,>1000,Normal,H7-plasma.bam
13912,3,>1000,Normal,H7-plasma.bam
551496,3,>1000,Normal,H7-plasma.bam
899,3,500-1000,Normal,H7-plasma.bam
13919,3,>1000,Normal,H7-plasma.bam
2918460,3,>1000,Normal,H7-plasma.bam
699164,3,>1000,Normal,H7-plasma.bam
547027,3,>1000,Normal,H7-plasma.bam
537211,3,>1000,Normal,H7-plasma.bam
11831730,3,>1000,Normal,H7-plasma.bam
50012,3,>1000,Normal,H7-plasma.bam
627,3,500-1000,Normal,H7-plasma.bam
2898,3,>1000,Normal,H7-plasma.bam
50027,3,>1000,Normal,H7-plasma.bam
100070,3,>1000,Normal,H7-plasma.bam
6205,3,>1000,Normal,H7-plasma.bam
35544,3,>1000,Normal,H7-plasma.bam
280,3,200-500,Normal,H7-plasma.bam
557614,3,>1000,Normal,H7-plasma.bam
154205,3,>1000,Normal,H7-plasma.bam
4915588,3,>1000,Normal,H7-plasma.bam
8350,3,>1000,Normal,H7-plasma.bam
154338,3,>1000,Normal,H7-plasma.bam
11954,3,>1000,Normal,H7-plasma.bam
35546,3,>1000,Normal,H7-plasma.bam
1816,3,>1000,Normal,H7-plasma.bam
406518,3,>1000,Normal,H7-plasma.bam
2306632,3,>1000,Normal,H7-plasma.bam
490271,3,>1000,Normal,H7-plasma.bam
135921,3,>1000,Normal,H7-plasma.bam
1096,3,>1000,Normal,H7-plasma.bam
113276,3,>1000,Normal,H7-plasma.bam
21350,3,>1000,Normal,H7-plasma.bam
17774,3,>1000,Normal,H7-plasma.bam
22851972,3,>1000,Normal,H7-plasma.bam
22851945,3,>1000,Normal,H7-plasma.bam
4907180,3,>1000,Normal,H7-plasma.bam
456,3,200-500,Normal,H7-plasma.bam
6704,3,>1000,Normal,H7-plasma.bam
13918,3,>1000,Normal,H7-plasma.bam
509185,3,>1000,Normal,H7-plasma.bam
202814,3,>1000,Normal,H7-plasma.bam
7859,3,>1000,Normal,H7-plasma.bam
572,3,500-1000,Normal,H7-plasma.bam
103845,3,>1000,Normal,H7-plasma.bam
33046,3,>1000,Normal,H7-plasma.bam
945,3,500-1000,Normal,H7-plasma.bam
6096,3,>1000,Normal,H7-plasma.bam
21773,3,>1000,Normal,H7-plasma.bam
29821,3,>1000,Normal,H7-plasma.bam
1206418,3,>1000,Normal,H7-plasma.bam
279,3,200-500,Normal,H7-plasma.bam
5144,3,>1000,Normal,H7-plasma.bam
9439,3,>1000,Normal,H7-plasma.bam
11800934,3,>1000,Normal,H7-plasma.bam
15070,3,>1000,Normal,H7-plasma.bam
103990,3,>1000,Normal,H7-plasma.bam
113252,3,>1000,Normal,H7-plasma.bam
113250,3,>1000,Normal,H7-plasma.bam
647409,3,>1000,Normal,H7-plasma.bam
647453,3,>1000,Normal,H7-plasma.bam
156205384,3,>1000,Normal,H7-plasma.bam
156205232,3,>1000,Normal,H7-plasma.bam
113246,3,>1000,Normal,H7-plasma.bam
421018,3,>1000,Normal,H7-plasma.bam
2333,3,>1000,Normal,H7-plasma.bam
45832335,3,>1000,Normal,H7-plasma.bam
45007,3,>1000,Normal,H7-plasma.bam
7433,3,>1000,Normal,H7-plasma.bam
2162,3,>1000,Normal,H7-plasma.bam
5736,3,>1000,Normal,H7-plasma.bam
1729,3,>1000,Normal,H7-plasma.bam
463,3,200-500,Normal,H7-plasma.bam
13917,3,>1000,Normal,H7-plasma.bam
31545,3,>1000,Normal,H7-plasma.bam
127279,3,>1000,Normal,H7-plasma.bam
538136,3,>1000,Normal,H7-plasma.bam
2098,3,>1000,Normal,H7-plasma.bam
59045,3,>1000,Normal,H7-plasma.bam
466,3,200-500,Normal,H7-plasma.bam
21529,3,>1000,Normal,H7-plasma.bam
308230,3,>1000,Normal,H7-plasma.bam
2306639,3,>1000,Normal,H7-plasma.bam
3595,3,>1000,Normal,H7-plasma.bam
34540,3,>1000,Normal,H7-plasma.bam
910,3,500-1000,Normal,H7-plasma.bam
11801042,3,>1000,Normal,H7-plasma.bam
45053688,3,>1000,Normal,H7-plasma.bam
45152694,3,>1000,Normal,H7-plasma.bam
8923,3,>1000,Normal,H7-plasma.bam
989,3,500-1000,Normal,H7-plasma.bam
57041,3,>1000,Normal,H7-plasma.bam
650,3,500-1000,Normal,H7-plasma.bam
4433,3,>1000,Normal,H7-plasma.bam
9130,3,>1000,Normal,H7-plasma.bam
8687,3,>1000,Normal,H7-plasma.bam
12776,3,>1000,Normal,H7-plasma.bam
2975424,3,>1000,Normal,H7-plasma.bam
47986,3,>1000,Normal,H7-plasma.bam
14979,3,>1000,Normal,H7-plasma.bam
3045369,3,>1000,Normal,H7-plasma.bam
164325,3,>1000,Normal,H7-plasma.bam
1126,3,>1000,Normal,H7-plasma.bam
164207,3,>1000,Normal,H7-plasma.bam
2423,3,>1000,Normal,H7-plasma.bam
46174280,3,>1000,Normal,H7-plasma.bam
44160,3,>1000,Normal,H7-plasma.bam
44305,3,>1000,Normal,H7-plasma.bam
3134,3,>1000,Normal,H7-plasma.bam
3009,3,>1000,Normal,H7-plasma.bam
4324,3,>1000,Normal,H7-plasma.bam
3045394,3,>1000,Normal,H7-plasma.bam
3045381,3,>1000,Normal,H7-plasma.bam
11,3,100-200,Normal,H7-plasma.bam
12217,3,>1000,Normal,H7-plasma.bam
158848,3,>1000,Normal,H7-plasma.bam
426,3,200-500,Normal,H7-plasma.bam
767,3,500-1000,Normal,H7-plasma.bam
401,3,200-500,Normal,H7-plasma.bam
90791,3,>1000,Normal,H7-plasma.bam
3238,3,>1000,Normal,H7-plasma.bam
502839,3,>1000,Normal,H7-plasma.bam
1303,3,>1000,Normal,H7-plasma.bam
5332,3,>1000,Normal,H7-plasma.bam
2652,3,>1000,Normal,H7-plasma.bam
6158,3,>1000,Normal,H7-plasma.bam
390,3,200-500,Normal,H7-plasma.bam
16748,3,>1000,Normal,H7-plasma.bam
48283,3,>1000,Normal,H7-plasma.bam
845,3,500-1000,Normal,H7-plasma.bam
8219,3,>1000,Normal,H7-plasma.bam
30097,3,>1000,Normal,H7-plasma.bam
114865,3,>1000,Normal,H7-plasma.bam
8054,3,>1000,Normal,H7-plasma.bam
891954,3,>1000,Normal,H7-plasma.bam
16789,3,>1000,Normal,H7-plasma.bam
334,3,200-500,Normal,H7-plasma.bam
587513,3,>1000,Normal,H7-plasma.bam
14966,3,>1000,Normal,H7-plasma.bam
1658,3,>1000,Normal,H7-plasma.bam
1178,3,>1000,Normal,H7-plasma.bam
202256,3,>1000,Normal,H7-plasma.bam
11801020,3,>1000,Normal,H7-plasma.bam
9704,3,>1000,Normal,H7-plasma.bam
493950,3,>1000,Normal,H7-plasma.bam
12875,3,>1000,Normal,H7-plasma.bam
3045376,3,>1000,Normal,H7-plasma.bam
495572,3,>1000,Normal,H7-plasma.bam
13874,3,>1000,Normal,H7-plasma.bam
37567,3,>1000,Normal,H7-plasma.bam
2306629,3,>1000,Normal,H7-plasma.bam
15769567,3,>1000,Normal,H7-plasma.bam
15769530,3,>1000,Normal,H7-plasma.bam
47750,3,>1000,Normal,H7-plasma.bam
891964,3,>1000,Normal,H7-plasma.bam
529114,3,>1000,Normal,H7-plasma.bam
2060,3,>1000,Normal,H7-plasma.bam
15817,3,>1000,Normal,H7-plasma.bam
15291,3,>1000,Normal,H7-plasma.bam
272597,3,>1000,Normal,H7-plasma.bam
3338068,3,>1000,Normal,H7-plasma.bam
11801038,3,>1000,Normal,H7-plasma.bam
685,3,500-1000,Normal,H7-plasma.bam
495831,3,>1000,Normal,H7-plasma.bam
3045390,3,>1000,Normal,H7-plasma.bam
1829,3,>1000,Normal,H7-plasma.bam
300993,3,>1000,Normal,H7-plasma.bam
1475,3,>1000,Normal,H7-plasma.bam
4280,3,>1000,Normal,H7-plasma.bam
45529859,3,>1000,Normal,H7-plasma.bam
1479,3,>1000,Normal,H7-plasma.bam
15169,3,>1000,Normal,H7-plasma.bam
450,3,200-500,Normal,H7-plasma.bam
2506,3,>1000,Normal,H7-plasma.bam
3704,3,>1000,Normal,H7-plasma.bam
22312,3,>1000,Normal,H7-plasma.bam
114766,3,>1000,Normal,H7-plasma.bam
22410,3,>1000,Normal,H7-plasma.bam
301110,3,>1000,Normal,H7-plasma.bam
5480,3,>1000,Normal,H7-plasma.bam
240801,3,>1000,Normal,H7-plasma.bam
439,3,200-500,Normal,H7-plasma.bam
493983,3,>1000,Normal,H7-plasma.bam
2080,3,>1000,Normal,H7-plasma.bam
890,3,500-1000,Normal,H7-plasma.bam
15987170,3,>1000,Normal,H7-plasma.bam
124143,3,>1000,Normal,H7-plasma.bam
123998,3,>1000,Normal,H7-plasma.bam
21516851,3,>1000,Normal,H7-plasma.bam
6726,3,>1000,Normal,H7-plasma.bam
75335,3,>1000,Normal,H7-plasma.bam
11800888,3,>1000,Normal,H7-plasma.bam
424,3,200-500,Normal,H7-plasma.bam
57147,3,>1000,Normal,H7-plasma.bam
434,3,200-500,Normal,H7-plasma.bam
11800940,3,>1000,Normal,H7-plasma.bam
458,3,200-500,Normal,H7-plasma.bam
15828404,3,>1000,Normal,H7-plasma.bam
347391,3,>1000,Normal,H7-plasma.bam
15828408,3,>1000,Normal,H7-plasma.bam
3398380,3,>1000,Normal,H7-plasma.bam
11800910,3,>1000,Normal,H7-plasma.bam
4382,3,>1000,Normal,H7-plasma.bam
457,3,200-500,Normal,H7-plasma.bam
11789,3,>1000,Normal,H7-plasma.bam
531340,3,>1000,Normal,H7-plasma.bam
4843754,3,>1000,Normal,H7-plasma.bam
531367,3,>1000,Normal,H7-plasma.bam
313185,3,>1000,Normal,H7-plasma.bam
483977,3,>1000,Normal,H7-plasma.bam
3364147,3,>1000,Normal,H7-plasma.bam
2306649,3,>1000,Normal,H7-plasma.bam
45529818,3,>1000,Normal,H7-plasma.bam
14525,3,>1000,Normal,H7-plasma.bam
11806390,3,>1000,Normal,H7-plasma.bam
191922,3,>1000,Normal,H7-plasma.bam
347,3,200-500,Normal,H7-plasma.bam
173966,3,>1000,Normal,H7-plasma.bam
11800903,3,>1000,Normal,H7-plasma.bam
21517005,3,>1000,Normal,H7-plasma.bam
21516990,3,>1000,Normal,H7-plasma.bam
2473,3,>1000,Normal,H7-plasma.bam
449,3,200-500,Normal,H7-plasma.bam
3235,3,>1000,Normal,H7-plasma.bam
2131,3,>1000,Normal,H7-plasma.bam
14345,3,>1000,Normal,H7-plasma.bam
972770,3,>1000,Normal,H7-plasma.bam
536,3,500-1000,Normal,H7-plasma.bam
50701,3,>1000,Normal,H7-plasma.bam
52742,3,>1000,Normal,H7-plasma.bam
55074,3,>1000,Normal,H7-plasma.bam
2672,3,>1000,Normal,H7-plasma.bam
2482,3,>1000,Normal,H7-plasma.bam
52608,3,>1000,Normal,H7-plasma.bam
2787442,3,>1000,Normal,H7-plasma.bam
14619,3,>1000,Normal,H7-plasma.bam
786,3,500-1000,Normal,H7-plasma.bam
14969,3,>1000,Normal,H7-plasma.bam
1434,3,>1000,Normal,H7-plasma.bam
56594,3,>1000,Normal,H7-plasma.bam
45540524,3,>1000,Normal,H7-plasma.bam
459,3,200-500,Normal,H7-plasma.bam
3791,3,>1000,Normal,H7-plasma.bam
429,3,200-500,Normal,H7-plasma.bam
1655,3,>1000,Normal,H7-plasma.bam
178366,3,>1000,Normal,H7-plasma.bam
2079,3,>1000,Normal,H7-plasma.bam
56548,3,>1000,Normal,H7-plasma.bam
3398491,3,>1000,Normal,H7-plasma.bam
40425,3,>1000,Normal,H7-plasma.bam
4839740,3,>1000,Normal,H7-plasma.bam
409,3,200-500,Normal,H7-plasma.bam
12052,3,>1000,Normal,H7-plasma.bam
11800880,3,>1000,Normal,H7-plasma.bam
45820750,3,>1000,Normal,H7-plasma.bam
2457,3,>1000,Normal,H7-plasma.bam
2246,2,>1000,Normal,H7-plasma.bam
71860,2,>1000,Normal,H7-plasma.bam
158962,2,>1000,Normal,H7-plasma.bam
1116310,2,>1000,Normal,H7-plasma.bam
2790982,2,>1000,Normal,H7-plasma.bam
3045393,2,>1000,Normal,H7-plasma.bam
46158747,2,>1000,Normal,H7-plasma.bam
502907,2,>1000,Normal,H7-plasma.bam
23006889,2,>1000,Normal,H7-plasma.bam
18896,2,>1000,Normal,H7-plasma.bam
128532,2,>1000,Normal,H7-plasma.bam
217396,2,>1000,Normal,H7-plasma.bam
492122,2,>1000,Normal,H7-plasma.bam
197698,2,>1000,Normal,H7-plasma.bam
35729,2,>1000,Normal,H7-plasma.bam
6932,2,>1000,Normal,H7-plasma.bam
3835,2,>1000,Normal,H7-plasma.bam
537194,2,>1000,Normal,H7-plasma.bam
495560,2,>1000,Normal,H7-plasma.bam
1710,2,>1000,Normal,H7-plasma.bam
5310,2,>1000,Normal,H7-plasma.bam
12474,2,>1000,Normal,H7-plasma.bam
1206558,2,>1000,Normal,H7-plasma.bam
6777,2,>1000,Normal,H7-plasma.bam
3449445,2,>1000,Normal,H7-plasma.bam
13657,2,>1000,Normal,H7-plasma.bam
21359,2,>1000,Normal,H7-plasma.bam
21353,2,>1000,Normal,H7-plasma.bam
8013,2,>1000,Normal,H7-plasma.bam
14193,2,>1000,Normal,H7-plasma.bam
21316,2,>1000,Normal,H7-plasma.bam
5209,2,>1000,Normal,H7-plasma.bam
65018,2,>1000,Normal,H7-plasma.bam
12343,2,>1000,Normal,H7-plasma.bam
4356,2,>1000,Normal,H7-plasma.bam
12634,2,>1000,Normal,H7-plasma.bam
3449464,2,>1000,Normal,H7-plasma.bam
495830,2,>1000,Normal,H7-plasma.bam
1925,2,>1000,Normal,H7-plasma.bam
128648,2,>1000,Normal,H7-plasma.bam
495829,2,>1000,Normal,H7-plasma.bam
31511,2,>1000,Normal,H7-plasma.bam
45896963,2,>1000,Normal,H7-plasma.bam
493975,2,>1000,Normal,H7-plasma.bam
35883,2,>1000,Normal,H7-plasma.bam
3045151,2,>1000,Normal,H7-plasma.bam
71736,2,>1000,Normal,H7-plasma.bam
490236,2,>1000,Normal,H7-plasma.bam
2621,2,>1000,Normal,H7-plasma.bam
2623,2,>1000,Normal,H7-plasma.bam
2619,2,>1000,Normal,H7-plasma.bam
6380,2,>1000,Normal,H7-plasma.bam
2789738,2,>1000,Normal,H7-plasma.bam
3001408,2,>1000,Normal,H7-plasma.bam
11492035,2,>1000,Normal,H7-plasma.bam
324061,2,>1000,Normal,H7-plasma.bam
232039,2,>1000,Normal,H7-plasma.bam
42227,2,>1000,Normal,H7-plasma.bam
196421,2,>1000,Normal,H7-plasma.bam
23790,2,>1000,Normal,H7-plasma.bam
5102,2,>1000,Normal,H7-plasma.bam
401432,2,>1000,Normal,H7-plasma.bam
8782,2,>1000,Normal,H7-plasma.bam
401295,2,>1000,Normal,H7-plasma.bam
23883712,2,>1000,Normal,H7-plasma.bam
42052,2,>1000,Normal,H7-plasma.bam
64174,2,>1000,Normal,H7-plasma.bam
483973,2,>1000,Normal,H7-plasma.bam
160089,2,>1000,Normal,H7-plasma.bam
504877,2,>1000,Normal,H7-plasma.bam
11492026,2,>1000,Normal,H7-plasma.bam
21516975,2,>1000,Normal,H7-plasma.bam
2013,2,>1000,Normal,H7-plasma.bam
39548,2,>1000,Normal,H7-plasma.bam
1225,2,>1000,Normal,H7-plasma.bam
45912847,2,>1000,Normal,H7-plasma.bam
11492074,2,>1000,Normal,H7-plasma.bam
21516868,2,>1000,Normal,H7-plasma.bam
48328,2,>1000,Normal,H7-plasma.bam
497513,2,>1000,Normal,H7-plasma.bam
3001513,2,>1000,Normal,H7-plasma.bam
64166,2,>1000,Normal,H7-plasma.bam
8007,2,>1000,Normal,H7-plasma.bam
14976,2,>1000,Normal,H7-plasma.bam
11806401,2,>1000,Normal,H7-plasma.bam
5252,2,>1000,Normal,H7-plasma.bam
4905375,2,>1000,Normal,H7-plasma.bam
257924,2,>1000,Normal,H7-plasma.bam
270193,2,>1000,Normal,H7-plasma.bam
15159,2,>1000,Normal,H7-plasma.bam
541,2,500-1000,Normal,H7-plasma.bam
45807459,2,>1000,Normal,H7-plasma.bam
887580,2,>1000,Normal,H7-plasma.bam
183687,2,>1000,Normal,H7-plasma.bam
41982,2,>1000,Normal,H7-plasma.bam
214503,2,>1000,Normal,H7-plasma.bam
47929,2,>1000,Normal,H7-plasma.bam
887541,2,>1000,Normal,H7-plasma.bam
14958,2,>1000,Normal,H7-plasma.bam
48457,2,>1000,Normal,H7-plasma.bam
47928,2,>1000,Normal,H7-plasma.bam
33010,2,>1000,Normal,H7-plasma.bam
930,2,500-1000,Normal,H7-plasma.bam
45807282,2,>1000,Normal,H7-plasma.bam
6159,2,>1000,Normal,H7-plasma.bam
14968,2,>1000,Normal,H7-plasma.bam
11492040,2,>1000,Normal,H7-plasma.bam
66117,2,>1000,Normal,H7-plasma.bam
2746683,2,>1000,Normal,H7-plasma.bam
524100,2,>1000,Normal,H7-plasma.bam
263551,2,>1000,Normal,H7-plasma.bam
25006614,2,>1000,Normal,H7-plasma.bam
270096,2,>1000,Normal,H7-plasma.bam
43799,2,>1000,Normal,H7-plasma.bam
15630726,2,>1000,Normal,H7-plasma.bam
15630719,2,>1000,Normal,H7-plasma.bam
178896,2,>1000,Normal,H7-plasma.bam
477487,2,>1000,Normal,H7-plasma.bam
15167,2,>1000,Normal,H7-plasma.bam
15170,2,>1000,Normal,H7-plasma.bam
11492027,2,>1000,Normal,H7-plasma.bam
5354,2,>1000,Normal,H7-plasma.bam
15168,2,>1000,Normal,H7-plasma.bam
15621983,2,>1000,Normal,H7-plasma.bam
31543,2,>1000,Normal,H7-plasma.bam
31541,2,>1000,Normal,H7-plasma.bam
18230,2,>1000,Normal,H7-plasma.bam
45912268,2,>1000,Normal,H7-plasma.bam
3156,2,>1000,Normal,H7-plasma.bam
19590579,2,>1000,Normal,H7-plasma.bam
1410,2,>1000,Normal,H7-plasma.bam
504876,2,>1000,Normal,H7-plasma.bam
4147,2,>1000,Normal,H7-plasma.bam
3243,2,>1000,Normal,H7-plasma.bam
3738,2,>1000,Normal,H7-plasma.bam
260478,2,>1000,Normal,H7-plasma.bam
3914,2,>1000,Normal,H7-plasma.bam
20336,2,>1000,Normal,H7-plasma.bam
45674705,2,>1000,Normal,H7-plasma.bam
546362,2,>1000,Normal,H7-plasma.bam
546390,2,>1000,Normal,H7-plasma.bam
5762,2,>1000,Normal,H7-plasma.bam
133529,2,>1000,Normal,H7-plasma.bam
19560,2,>1000,Normal,H7-plasma.bam
445326,2,>1000,Normal,H7-plasma.bam
18053,2,>1000,Normal,H7-plasma.bam
8624,2,>1000,Normal,H7-plasma.bam
490277,2,>1000,Normal,H7-plasma.bam
19075,2,>1000,Normal,H7-plasma.bam
15652477,2,>1000,Normal,H7-plasma.bam
19447,2,>1000,Normal,H7-plasma.bam
20288,2,>1000,Normal,H7-plasma.bam
409069,2,>1000,Normal,H7-plasma.bam
15622014,2,>1000,Normal,H7-plasma.bam
708146,2,>1000,Normal,H7-plasma.bam
489932,2,>1000,Normal,H7-plasma.bam
19574,2,>1000,Normal,H7-plasma.bam
1304,2,>1000,Normal,H7-plasma.bam
489942,2,>1000,Normal,H7-plasma.bam
133391,2,>1000,Normal,H7-plasma.bam
15652525,2,>1000,Normal,H7-plasma.bam
421,2,200-500,Normal,H7-plasma.bam
22592727,2,>1000,Normal,H7-plasma.bam
525171,2,>1000,Normal,H7-plasma.bam
3943,2,>1000,Normal,H7-plasma.bam
3059249,2,>1000,Normal,H7-plasma.bam
1086,2,>1000,Normal,H7-plasma.bam
266536,2,>1000,Normal,H7-plasma.bam
337228,2,>1000,Normal,H7-plasma.bam
45674768,2,>1000,Normal,H7-plasma.bam
490515,2,>1000,Normal,H7-plasma.bam
21493,2,>1000,Normal,H7-plasma.bam
3059296,2,>1000,Normal,H7-plasma.bam
21491,2,>1000,Normal,H7-plasma.bam
109598,2,>1000,Normal,H7-plasma.bam
11492070,2,>1000,Normal,H7-plasma.bam
448462,2,>1000,Normal,H7-plasma.bam
488327,2,>1000,Normal,H7-plasma.bam
287410,2,>1000,Normal,H7-plasma.bam
11492006,2,>1000,Normal,H7-plasma.bam
2745456,2,>1000,Normal,H7-plasma.bam
11817629,2,>1000,Normal,H7-plasma.bam
11805584,2,>1000,Normal,H7-plasma.bam
11817453,2,>1000,Normal,H7-plasma.bam
5411,2,>1000,Normal,H7-plasma.bam
45827163,2,>1000,Normal,H7-plasma.bam
14522,2,>1000,Normal,H7-plasma.bam
13527,2,>1000,Normal,H7-plasma.bam
37223,2,>1000,Normal,H7-plasma.bam
490517,2,>1000,Normal,H7-plasma.bam
490489,2,>1000,Normal,H7-plasma.bam
12887,2,>1000,Normal,H7-plasma.bam
894,2,500-1000,Normal,H7-plasma.bam
3062850,2,>1000,Normal,H7-plasma.bam
