Fragment Size,Count,Range,Group,BAM File
68616,1,>1000,Tumor,H8-tumor.bam
3328,1,>1000,Tumor,H8-tumor.bam
24009,1,>1000,Tumor,H8-tumor.bam
13441,1,>1000,Tumor,H8-tumor.bam
225886338,1,>1000,Tumor,H8-tumor.bam
154503509,1,>1000,Tumor,H8-tumor.bam
163407857,1,>1000,Tumor,H8-tumor.bam
95520150,1,>1000,Tumor,H8-tumor.bam
22624383,1,>1000,Tumor,H8-tumor.bam
22624316,1,>1000,Tumor,H8-tumor.bam
1751496,1,>1000,Tumor,H8-tumor.bam
1751491,1,>1000,Tumor,H8-tumor.bam
45199668,1,>1000,Tumor,H8-tumor.bam
16321,1,>1000,Tumor,H8-tumor.bam
16438,1,>1000,Tumor,H8-tumor.bam
16290,1,>1000,Tumor,H8-tumor.bam
16405,1,>1000,Tumor,H8-tumor.bam
16338,1,>1000,Tumor,H8-tumor.bam
16418,1,>1000,Tumor,H8-tumor.bam
16346,1,>1000,Tumor,H8-tumor.bam
16332,1,>1000,Tumor,H8-tumor.bam
16412,1,>1000,Tumor,H8-tumor.bam
16384,1,>1000,Tumor,H8-tumor.bam
16344,1,>1000,Tumor,H8-tumor.bam
16282,1,>1000,Tumor,H8-tumor.bam
16434,1,>1000,Tumor,H8-tumor.bam
16313,1,>1000,Tumor,H8-tumor.bam
16233,1,>1000,Tumor,H8-tumor.bam
22478750,1,>1000,Tumor,H8-tumor.bam
45199679,1,>1000,Tumor,H8-tumor.bam
735052,1,>1000,Tumor,H8-tumor.bam
218051226,1,>1000,Tumor,H8-tumor.bam
218051197,1,>1000,Tumor,H8-tumor.bam
92944456,1,>1000,Tumor,H8-tumor.bam
144219,1,>1000,Tumor,H8-tumor.bam
54897,1,>1000,Tumor,H8-tumor.bam
15309387,1,>1000,Tumor,H8-tumor.bam
190571330,1,>1000,Tumor,H8-tumor.bam
63091345,1,>1000,Tumor,H8-tumor.bam
31897783,1,>1000,Tumor,H8-tumor.bam
31897748,1,>1000,Tumor,H8-tumor.bam
10070598,1,>1000,Tumor,H8-tumor.bam
215958206,1,>1000,Tumor,H8-tumor.bam
215958363,1,>1000,Tumor,H8-tumor.bam
91434,1,>1000,Tumor,H8-tumor.bam
197064926,1,>1000,Tumor,H8-tumor.bam
200703758,1,>1000,Tumor,H8-tumor.bam
242483429,1,>1000,Tumor,H8-tumor.bam
41918837,1,>1000,Tumor,H8-tumor.bam
157087735,1,>1000,Tumor,H8-tumor.bam
157087761,1,>1000,Tumor,H8-tumor.bam
141177001,1,>1000,Tumor,H8-tumor.bam
141176916,1,>1000,Tumor,H8-tumor.bam
65028,1,>1000,Tumor,H8-tumor.bam
64911,1,>1000,Tumor,H8-tumor.bam
63383,1,>1000,Tumor,H8-tumor.bam
103298,1,>1000,Tumor,H8-tumor.bam
62788,1,>1000,Tumor,H8-tumor.bam
95882,1,>1000,Tumor,H8-tumor.bam
95746,1,>1000,Tumor,H8-tumor.bam
222708,1,>1000,Tumor,H8-tumor.bam
77894,1,>1000,Tumor,H8-tumor.bam
77888,1,>1000,Tumor,H8-tumor.bam
3689282,1,>1000,Tumor,H8-tumor.bam
2535,1,>1000,Tumor,H8-tumor.bam
2699,1,>1000,Tumor,H8-tumor.bam
51363356,1,>1000,Tumor,H8-tumor.bam
64386737,1,>1000,Tumor,H8-tumor.bam
797882,1,>1000,Tumor,H8-tumor.bam
38205736,1,>1000,Tumor,H8-tumor.bam
111703314,1,>1000,Tumor,H8-tumor.bam
1271394,1,>1000,Tumor,H8-tumor.bam
559578,1,>1000,Tumor,H8-tumor.bam
1132780,1,>1000,Tumor,H8-tumor.bam
1975400,1,>1000,Tumor,H8-tumor.bam
50921121,1,>1000,Tumor,H8-tumor.bam
779336,1,>1000,Tumor,H8-tumor.bam
1640093,1,>1000,Tumor,H8-tumor.bam
293867,1,>1000,Tumor,H8-tumor.bam
536307,1,>1000,Tumor,H8-tumor.bam
868414,1,>1000,Tumor,H8-tumor.bam
370157,1,>1000,Tumor,H8-tumor.bam
28505428,1,>1000,Tumor,H8-tumor.bam
288671,1,>1000,Tumor,H8-tumor.bam
66268892,1,>1000,Tumor,H8-tumor.bam
1027132,1,>1000,Tumor,H8-tumor.bam
101157134,1,>1000,Tumor,H8-tumor.bam
76608633,1,>1000,Tumor,H8-tumor.bam
70661725,1,>1000,Tumor,H8-tumor.bam
24430598,1,>1000,Tumor,H8-tumor.bam
51346590,1,>1000,Tumor,H8-tumor.bam
117871568,1,>1000,Tumor,H8-tumor.bam
19311,1,>1000,Tumor,H8-tumor.bam
36635,1,>1000,Tumor,H8-tumor.bam
18042296,1,>1000,Tumor,H8-tumor.bam
3060,1,>1000,Tumor,H8-tumor.bam
5227525,1,>1000,Tumor,H8-tumor.bam
30135,1,>1000,Tumor,H8-tumor.bam
26292,1,>1000,Tumor,H8-tumor.bam
11831,1,>1000,Tumor,H8-tumor.bam
34150,1,>1000,Tumor,H8-tumor.bam
21360,1,>1000,Tumor,H8-tumor.bam
5234196,1,>1000,Tumor,H8-tumor.bam
18034377,1,>1000,Tumor,H8-tumor.bam
18032739,1,>1000,Tumor,H8-tumor.bam
44190,1,>1000,Tumor,H8-tumor.bam
142576589,1,>1000,Tumor,H8-tumor.bam
18057831,1,>1000,Tumor,H8-tumor.bam
18022597,1,>1000,Tumor,H8-tumor.bam
18032726,1,>1000,Tumor,H8-tumor.bam
22608,1,>1000,Tumor,H8-tumor.bam
69455187,1,>1000,Tumor,H8-tumor.bam
1956,1,>1000,Tumor,H8-tumor.bam
18010386,1,>1000,Tumor,H8-tumor.bam
65372,1,>1000,Tumor,H8-tumor.bam
27357,1,>1000,Tumor,H8-tumor.bam
18015210,1,>1000,Tumor,H8-tumor.bam
18066694,1,>1000,Tumor,H8-tumor.bam
18010922,1,>1000,Tumor,H8-tumor.bam
18033771,1,>1000,Tumor,H8-tumor.bam
18033680,1,>1000,Tumor,H8-tumor.bam
18084491,1,>1000,Tumor,H8-tumor.bam
1138,1,>1000,Tumor,H8-tumor.bam
18025990,1,>1000,Tumor,H8-tumor.bam
46888590,1,>1000,Tumor,H8-tumor.bam
702,1,500-1000,Tumor,H8-tumor.bam
871,1,500-1000,Tumor,H8-tumor.bam
862,1,500-1000,Tumor,H8-tumor.bam
79866204,1,>1000,Tumor,H8-tumor.bam
84259928,1,>1000,Tumor,H8-tumor.bam
89929390,1,>1000,Tumor,H8-tumor.bam
55972709,1,>1000,Tumor,H8-tumor.bam
21215739,1,>1000,Tumor,H8-tumor.bam
3046536,1,>1000,Tumor,H8-tumor.bam
3046710,1,>1000,Tumor,H8-tumor.bam
93532424,1,>1000,Tumor,H8-tumor.bam
9033632,1,>1000,Tumor,H8-tumor.bam
6315,1,>1000,Tumor,H8-tumor.bam
51429955,1,>1000,Tumor,H8-tumor.bam
6178,1,>1000,Tumor,H8-tumor.bam
864,1,500-1000,Tumor,H8-tumor.bam
57424642,1,>1000,Tumor,H8-tumor.bam
96359254,1,>1000,Tumor,H8-tumor.bam
12198065,1,>1000,Tumor,H8-tumor.bam
46602672,1,>1000,Tumor,H8-tumor.bam
7483523,1,>1000,Tumor,H8-tumor.bam
143632708,1,>1000,Tumor,H8-tumor.bam
143632880,1,>1000,Tumor,H8-tumor.bam
131429457,1,>1000,Tumor,H8-tumor.bam
65453491,1,>1000,Tumor,H8-tumor.bam
65453492,1,>1000,Tumor,H8-tumor.bam
173949130,1,>1000,Tumor,H8-tumor.bam
41439106,1,>1000,Tumor,H8-tumor.bam
41438985,1,>1000,Tumor,H8-tumor.bam
6421,1,>1000,Tumor,H8-tumor.bam
51429956,1,>1000,Tumor,H8-tumor.bam
112815171,1,>1000,Tumor,H8-tumor.bam
15664897,1,>1000,Tumor,H8-tumor.bam
87121950,1,>1000,Tumor,H8-tumor.bam
100136824,1,>1000,Tumor,H8-tumor.bam
80339457,1,>1000,Tumor,H8-tumor.bam
81384537,1,>1000,Tumor,H8-tumor.bam
64714565,1,>1000,Tumor,H8-tumor.bam
5499,1,>1000,Tumor,H8-tumor.bam
95693598,1,>1000,Tumor,H8-tumor.bam
5846014,1,>1000,Tumor,H8-tumor.bam
31945196,1,>1000,Tumor,H8-tumor.bam
52256902,1,>1000,Tumor,H8-tumor.bam
52256915,1,>1000,Tumor,H8-tumor.bam
65288386,1,>1000,Tumor,H8-tumor.bam
252721,1,>1000,Tumor,H8-tumor.bam
14784238,1,>1000,Tumor,H8-tumor.bam
781,1,500-1000,Tumor,H8-tumor.bam
200730,1,>1000,Tumor,H8-tumor.bam
200753,1,>1000,Tumor,H8-tumor.bam
87977362,1,>1000,Tumor,H8-tumor.bam
87977231,1,>1000,Tumor,H8-tumor.bam
123759602,1,>1000,Tumor,H8-tumor.bam
124445501,1,>1000,Tumor,H8-tumor.bam
124445475,1,>1000,Tumor,H8-tumor.bam
144712910,1,>1000,Tumor,H8-tumor.bam
92155320,1,>1000,Tumor,H8-tumor.bam
15676229,1,>1000,Tumor,H8-tumor.bam
46965180,1,>1000,Tumor,H8-tumor.bam
67634174,1,>1000,Tumor,H8-tumor.bam
79625130,1,>1000,Tumor,H8-tumor.bam
18407080,1,>1000,Tumor,H8-tumor.bam
94353239,1,>1000,Tumor,H8-tumor.bam
13796094,1,>1000,Tumor,H8-tumor.bam
22827381,1,>1000,Tumor,H8-tumor.bam
6702865,1,>1000,Tumor,H8-tumor.bam
176387761,1,>1000,Tumor,H8-tumor.bam
178551852,1,>1000,Tumor,H8-tumor.bam
80182938,1,>1000,Tumor,H8-tumor.bam
156911522,1,>1000,Tumor,H8-tumor.bam
156911654,1,>1000,Tumor,H8-tumor.bam
8358676,1,>1000,Tumor,H8-tumor.bam
8358864,1,>1000,Tumor,H8-tumor.bam
1314,1,>1000,Tumor,H8-tumor.bam
64820057,1,>1000,Tumor,H8-tumor.bam
2862816,1,>1000,Tumor,H8-tumor.bam
33186130,1,>1000,Tumor,H8-tumor.bam
101166777,1,>1000,Tumor,H8-tumor.bam
61090995,1,>1000,Tumor,H8-tumor.bam
2854,1,>1000,Tumor,H8-tumor.bam
37487012,1,>1000,Tumor,H8-tumor.bam
62528413,1,>1000,Tumor,H8-tumor.bam
62528460,1,>1000,Tumor,H8-tumor.bam
119368360,1,>1000,Tumor,H8-tumor.bam
482711,1,>1000,Tumor,H8-tumor.bam
724,1,500-1000,Tumor,H8-tumor.bam
82565871,1,>1000,Tumor,H8-tumor.bam
92690322,1,>1000,Tumor,H8-tumor.bam
36803925,1,>1000,Tumor,H8-tumor.bam
22800623,1,>1000,Tumor,H8-tumor.bam
161689724,1,>1000,Tumor,H8-tumor.bam
63494052,1,>1000,Tumor,H8-tumor.bam
102643630,1,>1000,Tumor,H8-tumor.bam
62782596,1,>1000,Tumor,H8-tumor.bam
3144,1,>1000,Tumor,H8-tumor.bam
71195204,1,>1000,Tumor,H8-tumor.bam
75690016,1,>1000,Tumor,H8-tumor.bam
56787227,1,>1000,Tumor,H8-tumor.bam
56787322,1,>1000,Tumor,H8-tumor.bam
26462439,1,>1000,Tumor,H8-tumor.bam
15528492,1,>1000,Tumor,H8-tumor.bam
118595615,1,>1000,Tumor,H8-tumor.bam
6450995,1,>1000,Tumor,H8-tumor.bam
83554755,1,>1000,Tumor,H8-tumor.bam
16774314,1,>1000,Tumor,H8-tumor.bam
107078522,1,>1000,Tumor,H8-tumor.bam
50614,1,>1000,Tumor,H8-tumor.bam
9817015,1,>1000,Tumor,H8-tumor.bam
31903088,1,>1000,Tumor,H8-tumor.bam
47185162,1,>1000,Tumor,H8-tumor.bam
111476250,1,>1000,Tumor,H8-tumor.bam
111476401,1,>1000,Tumor,H8-tumor.bam
19146475,1,>1000,Tumor,H8-tumor.bam
109817923,1,>1000,Tumor,H8-tumor.bam
41735247,1,>1000,Tumor,H8-tumor.bam
124676049,1,>1000,Tumor,H8-tumor.bam
90862541,1,>1000,Tumor,H8-tumor.bam
60004397,1,>1000,Tumor,H8-tumor.bam
3530051,1,>1000,Tumor,H8-tumor.bam
99876911,1,>1000,Tumor,H8-tumor.bam
159840310,1,>1000,Tumor,H8-tumor.bam
79674947,1,>1000,Tumor,H8-tumor.bam
18280539,1,>1000,Tumor,H8-tumor.bam
9341321,1,>1000,Tumor,H8-tumor.bam
107901045,1,>1000,Tumor,H8-tumor.bam
2504,1,>1000,Tumor,H8-tumor.bam
2560,1,>1000,Tumor,H8-tumor.bam
5464310,1,>1000,Tumor,H8-tumor.bam
2939,1,>1000,Tumor,H8-tumor.bam
2784,1,>1000,Tumor,H8-tumor.bam
2905,1,>1000,Tumor,H8-tumor.bam
40798409,1,>1000,Tumor,H8-tumor.bam
58184880,1,>1000,Tumor,H8-tumor.bam
115866453,1,>1000,Tumor,H8-tumor.bam
115866322,1,>1000,Tumor,H8-tumor.bam
59301043,1,>1000,Tumor,H8-tumor.bam
181620588,1,>1000,Tumor,H8-tumor.bam
181620615,1,>1000,Tumor,H8-tumor.bam
172572825,1,>1000,Tumor,H8-tumor.bam
44977322,1,>1000,Tumor,H8-tumor.bam
170465235,1,>1000,Tumor,H8-tumor.bam
9265,1,>1000,Tumor,H8-tumor.bam
9437,1,>1000,Tumor,H8-tumor.bam
43934642,1,>1000,Tumor,H8-tumor.bam
23700065,1,>1000,Tumor,H8-tumor.bam
512962,1,>1000,Tumor,H8-tumor.bam
180386962,1,>1000,Tumor,H8-tumor.bam
6653116,1,>1000,Tumor,H8-tumor.bam
152354593,1,>1000,Tumor,H8-tumor.bam
107882545,1,>1000,Tumor,H8-tumor.bam
145626076,1,>1000,Tumor,H8-tumor.bam
126436638,1,>1000,Tumor,H8-tumor.bam
65242008,1,>1000,Tumor,H8-tumor.bam
31258581,1,>1000,Tumor,H8-tumor.bam
37631171,1,>1000,Tumor,H8-tumor.bam
3399950,1,>1000,Tumor,H8-tumor.bam
3399791,1,>1000,Tumor,H8-tumor.bam
1215,1,>1000,Tumor,H8-tumor.bam
1185,1,>1000,Tumor,H8-tumor.bam
192293869,1,>1000,Tumor,H8-tumor.bam
39449685,1,>1000,Tumor,H8-tumor.bam
159522048,1,>1000,Tumor,H8-tumor.bam
6051,1,>1000,Tumor,H8-tumor.bam
7705472,1,>1000,Tumor,H8-tumor.bam
13100359,1,>1000,Tumor,H8-tumor.bam
607,1,500-1000,Tumor,H8-tumor.bam
2651,1,>1000,Tumor,H8-tumor.bam
10552130,1,>1000,Tumor,H8-tumor.bam
153512728,1,>1000,Tumor,H8-tumor.bam
569,1,500-1000,Tumor,H8-tumor.bam
173575574,1,>1000,Tumor,H8-tumor.bam
160698765,1,>1000,Tumor,H8-tumor.bam
160698794,1,>1000,Tumor,H8-tumor.bam
210698765,1,>1000,Tumor,H8-tumor.bam
190003463,1,>1000,Tumor,H8-tumor.bam
190003319,1,>1000,Tumor,H8-tumor.bam
111650742,1,>1000,Tumor,H8-tumor.bam
54693628,1,>1000,Tumor,H8-tumor.bam
195215464,1,>1000,Tumor,H8-tumor.bam
194316361,1,>1000,Tumor,H8-tumor.bam
21460562,1,>1000,Tumor,H8-tumor.bam
55103184,1,>1000,Tumor,H8-tumor.bam
168369593,1,>1000,Tumor,H8-tumor.bam
200837705,1,>1000,Tumor,H8-tumor.bam
104607563,1,>1000,Tumor,H8-tumor.bam
108094473,1,>1000,Tumor,H8-tumor.bam
69376474,1,>1000,Tumor,H8-tumor.bam
89550038,1,>1000,Tumor,H8-tumor.bam
20026252,1,>1000,Tumor,H8-tumor.bam
20026380,1,>1000,Tumor,H8-tumor.bam
9419799,1,>1000,Tumor,H8-tumor.bam
9419702,1,>1000,Tumor,H8-tumor.bam
3587608,1,>1000,Tumor,H8-tumor.bam
40794412,1,>1000,Tumor,H8-tumor.bam
106276402,1,>1000,Tumor,H8-tumor.bam
1097,1,>1000,Tumor,H8-tumor.bam
149612060,1,>1000,Tumor,H8-tumor.bam
99839132,1,>1000,Tumor,H8-tumor.bam
2262760,1,>1000,Tumor,H8-tumor.bam
4574,1,>1000,Tumor,H8-tumor.bam
101063227,1,>1000,Tumor,H8-tumor.bam
106809120,1,>1000,Tumor,H8-tumor.bam
16461170,1,>1000,Tumor,H8-tumor.bam
16732657,1,>1000,Tumor,H8-tumor.bam
82570681,1,>1000,Tumor,H8-tumor.bam
124977774,1,>1000,Tumor,H8-tumor.bam
96060555,1,>1000,Tumor,H8-tumor.bam
96060466,1,>1000,Tumor,H8-tumor.bam
88964481,1,>1000,Tumor,H8-tumor.bam
16172828,1,>1000,Tumor,H8-tumor.bam
98708541,1,>1000,Tumor,H8-tumor.bam
108426209,1,>1000,Tumor,H8-tumor.bam
45240668,1,>1000,Tumor,H8-tumor.bam
55120002,1,>1000,Tumor,H8-tumor.bam
20880201,1,>1000,Tumor,H8-tumor.bam
20880347,1,>1000,Tumor,H8-tumor.bam
63898769,1,>1000,Tumor,H8-tumor.bam
47455939,1,>1000,Tumor,H8-tumor.bam
129444244,1,>1000,Tumor,H8-tumor.bam
114506740,1,>1000,Tumor,H8-tumor.bam
170896207,1,>1000,Tumor,H8-tumor.bam
170896102,1,>1000,Tumor,H8-tumor.bam
116530189,1,>1000,Tumor,H8-tumor.bam
4392,1,>1000,Tumor,H8-tumor.bam
4253,1,>1000,Tumor,H8-tumor.bam
7949329,1,>1000,Tumor,H8-tumor.bam
1858,1,>1000,Tumor,H8-tumor.bam
10585128,1,>1000,Tumor,H8-tumor.bam
84564669,1,>1000,Tumor,H8-tumor.bam
84564655,1,>1000,Tumor,H8-tumor.bam
1080069,1,>1000,Tumor,H8-tumor.bam
86813111,1,>1000,Tumor,H8-tumor.bam
1003,1,>1000,Tumor,H8-tumor.bam
4297,1,>1000,Tumor,H8-tumor.bam
1840,1,>1000,Tumor,H8-tumor.bam
54518239,1,>1000,Tumor,H8-tumor.bam
62331496,1,>1000,Tumor,H8-tumor.bam
62331500,1,>1000,Tumor,H8-tumor.bam
24365409,1,>1000,Tumor,H8-tumor.bam
70907384,1,>1000,Tumor,H8-tumor.bam
70907241,1,>1000,Tumor,H8-tumor.bam
31149501,1,>1000,Tumor,H8-tumor.bam
31149596,1,>1000,Tumor,H8-tumor.bam
118765077,1,>1000,Tumor,H8-tumor.bam
11564230,1,>1000,Tumor,H8-tumor.bam
125313147,1,>1000,Tumor,H8-tumor.bam
119898375,1,>1000,Tumor,H8-tumor.bam
119898204,1,>1000,Tumor,H8-tumor.bam
4298,1,>1000,Tumor,H8-tumor.bam
110743954,1,>1000,Tumor,H8-tumor.bam
40347741,1,>1000,Tumor,H8-tumor.bam
89415679,1,>1000,Tumor,H8-tumor.bam
78344130,1,>1000,Tumor,H8-tumor.bam
78344191,1,>1000,Tumor,H8-tumor.bam
100113334,1,>1000,Tumor,H8-tumor.bam
72257236,1,>1000,Tumor,H8-tumor.bam
71214752,1,>1000,Tumor,H8-tumor.bam
245596,1,>1000,Tumor,H8-tumor.bam
21479891,1,>1000,Tumor,H8-tumor.bam
21471938,1,>1000,Tumor,H8-tumor.bam
198260,1,>1000,Tumor,H8-tumor.bam
136097,1,>1000,Tumor,H8-tumor.bam
135966,1,>1000,Tumor,H8-tumor.bam
523234,1,>1000,Tumor,H8-tumor.bam
8852835,1,>1000,Tumor,H8-tumor.bam
10831330,1,>1000,Tumor,H8-tumor.bam
80756136,1,>1000,Tumor,H8-tumor.bam
77622667,1,>1000,Tumor,H8-tumor.bam
33029453,1,>1000,Tumor,H8-tumor.bam
101246393,1,>1000,Tumor,H8-tumor.bam
101246475,1,>1000,Tumor,H8-tumor.bam
58618745,1,>1000,Tumor,H8-tumor.bam
13525384,1,>1000,Tumor,H8-tumor.bam
46742093,1,>1000,Tumor,H8-tumor.bam
28602776,1,>1000,Tumor,H8-tumor.bam
41491780,1,>1000,Tumor,H8-tumor.bam
13398760,1,>1000,Tumor,H8-tumor.bam
4919064,1,>1000,Tumor,H8-tumor.bam
4919086,1,>1000,Tumor,H8-tumor.bam
106809190,1,>1000,Tumor,H8-tumor.bam
142662,1,>1000,Tumor,H8-tumor.bam
57969803,1,>1000,Tumor,H8-tumor.bam
982,1,500-1000,Tumor,H8-tumor.bam
1048,1,>1000,Tumor,H8-tumor.bam
34526014,1,>1000,Tumor,H8-tumor.bam
48051953,1,>1000,Tumor,H8-tumor.bam
47609215,1,>1000,Tumor,H8-tumor.bam
99720919,1,>1000,Tumor,H8-tumor.bam
98850841,1,>1000,Tumor,H8-tumor.bam
289163,1,>1000,Tumor,H8-tumor.bam
34876951,1,>1000,Tumor,H8-tumor.bam
106698567,1,>1000,Tumor,H8-tumor.bam
71210588,1,>1000,Tumor,H8-tumor.bam
71210564,1,>1000,Tumor,H8-tumor.bam
17860970,1,>1000,Tumor,H8-tumor.bam
66966208,1,>1000,Tumor,H8-tumor.bam
40347595,1,>1000,Tumor,H8-tumor.bam
73004215,1,>1000,Tumor,H8-tumor.bam
88727635,1,>1000,Tumor,H8-tumor.bam
55597708,1,>1000,Tumor,H8-tumor.bam
55597839,1,>1000,Tumor,H8-tumor.bam
42146108,1,>1000,Tumor,H8-tumor.bam
54826924,1,>1000,Tumor,H8-tumor.bam
86974683,1,>1000,Tumor,H8-tumor.bam
51653548,1,>1000,Tumor,H8-tumor.bam
42813090,1,>1000,Tumor,H8-tumor.bam
49840278,1,>1000,Tumor,H8-tumor.bam
43140067,1,>1000,Tumor,H8-tumor.bam
62496965,1,>1000,Tumor,H8-tumor.bam
41527861,1,>1000,Tumor,H8-tumor.bam
3098171,1,>1000,Tumor,H8-tumor.bam
59937530,1,>1000,Tumor,H8-tumor.bam
73004332,1,>1000,Tumor,H8-tumor.bam
16694,1,>1000,Tumor,H8-tumor.bam
2880457,1,>1000,Tumor,H8-tumor.bam
2880323,1,>1000,Tumor,H8-tumor.bam
2858808,1,>1000,Tumor,H8-tumor.bam
1088144,1,>1000,Tumor,H8-tumor.bam
104315262,1,>1000,Tumor,H8-tumor.bam
5710,1,>1000,Tumor,H8-tumor.bam
8646,1,>1000,Tumor,H8-tumor.bam
7763,1,>1000,Tumor,H8-tumor.bam
7777,1,>1000,Tumor,H8-tumor.bam
8667,1,>1000,Tumor,H8-tumor.bam
1921,1,>1000,Tumor,H8-tumor.bam
2044,1,>1000,Tumor,H8-tumor.bam
8031,1,>1000,Tumor,H8-tumor.bam
31258715,1,>1000,Tumor,H8-tumor.bam
9766,1,>1000,Tumor,H8-tumor.bam
963,1,500-1000,Tumor,H8-tumor.bam
5191,1,>1000,Tumor,H8-tumor.bam
7006,1,>1000,Tumor,H8-tumor.bam
6974,1,>1000,Tumor,H8-tumor.bam
4772,1,>1000,Tumor,H8-tumor.bam
3244,1,>1000,Tumor,H8-tumor.bam
3619,1,>1000,Tumor,H8-tumor.bam
4394,1,>1000,Tumor,H8-tumor.bam
4275,1,>1000,Tumor,H8-tumor.bam
2870,1,>1000,Tumor,H8-tumor.bam
2413,1,>1000,Tumor,H8-tumor.bam
10541,1,>1000,Tumor,H8-tumor.bam
10944,1,>1000,Tumor,H8-tumor.bam
10955,1,>1000,Tumor,H8-tumor.bam
68681231,1,>1000,Tumor,H8-tumor.bam
11235382,1,>1000,Tumor,H8-tumor.bam
11235381,1,>1000,Tumor,H8-tumor.bam
69212536,1,>1000,Tumor,H8-tumor.bam
69212671,1,>1000,Tumor,H8-tumor.bam
60972222,1,>1000,Tumor,H8-tumor.bam
18722793,1,>1000,Tumor,H8-tumor.bam
298052,1,>1000,Tumor,H8-tumor.bam
297999,1,>1000,Tumor,H8-tumor.bam
8393119,1,>1000,Tumor,H8-tumor.bam
624,1,500-1000,Tumor,H8-tumor.bam
2281,1,>1000,Tumor,H8-tumor.bam
20413697,1,>1000,Tumor,H8-tumor.bam
85850233,1,>1000,Tumor,H8-tumor.bam
1226736,1,>1000,Tumor,H8-tumor.bam
4246,1,>1000,Tumor,H8-tumor.bam
877,1,500-1000,Tumor,H8-tumor.bam
12727,1,>1000,Tumor,H8-tumor.bam
12631,1,>1000,Tumor,H8-tumor.bam
12784,1,>1000,Tumor,H8-tumor.bam
30731032,1,>1000,Tumor,H8-tumor.bam
4308,1,>1000,Tumor,H8-tumor.bam
4538,1,>1000,Tumor,H8-tumor.bam
4520,1,>1000,Tumor,H8-tumor.bam
4684,1,>1000,Tumor,H8-tumor.bam
7959,1,>1000,Tumor,H8-tumor.bam
2360,1,>1000,Tumor,H8-tumor.bam
2328,1,>1000,Tumor,H8-tumor.bam
6263,1,>1000,Tumor,H8-tumor.bam
6794,1,>1000,Tumor,H8-tumor.bam
8549,1,>1000,Tumor,H8-tumor.bam
790,1,500-1000,Tumor,H8-tumor.bam
12731,1,>1000,Tumor,H8-tumor.bam
120662071,1,>1000,Tumor,H8-tumor.bam
117840649,1,>1000,Tumor,H8-tumor.bam
25907467,1,>1000,Tumor,H8-tumor.bam
25907631,1,>1000,Tumor,H8-tumor.bam
132847333,1,>1000,Tumor,H8-tumor.bam
132847313,1,>1000,Tumor,H8-tumor.bam
156700419,1,>1000,Tumor,H8-tumor.bam
60653491,1,>1000,Tumor,H8-tumor.bam
44554314,1,>1000,Tumor,H8-tumor.bam
17264680,1,>1000,Tumor,H8-tumor.bam
13852178,1,>1000,Tumor,H8-tumor.bam
21097684,1,>1000,Tumor,H8-tumor.bam
33039738,1,>1000,Tumor,H8-tumor.bam
33039601,1,>1000,Tumor,H8-tumor.bam
7754,1,>1000,Tumor,H8-tumor.bam
29048995,1,>1000,Tumor,H8-tumor.bam
52805798,1,>1000,Tumor,H8-tumor.bam
52805950,1,>1000,Tumor,H8-tumor.bam
108156781,1,>1000,Tumor,H8-tumor.bam
57874438,1,>1000,Tumor,H8-tumor.bam
59425338,1,>1000,Tumor,H8-tumor.bam
137955293,1,>1000,Tumor,H8-tumor.bam
137955443,1,>1000,Tumor,H8-tumor.bam
96170944,1,>1000,Tumor,H8-tumor.bam
96170897,1,>1000,Tumor,H8-tumor.bam
143427612,1,>1000,Tumor,H8-tumor.bam
82693708,1,>1000,Tumor,H8-tumor.bam
63605976,1,>1000,Tumor,H8-tumor.bam
58745505,1,>1000,Tumor,H8-tumor.bam
182856775,1,>1000,Tumor,H8-tumor.bam
29048989,1,>1000,Tumor,H8-tumor.bam
21400852,1,>1000,Tumor,H8-tumor.bam
7205,1,>1000,Tumor,H8-tumor.bam
87924411,1,>1000,Tumor,H8-tumor.bam
67803768,1,>1000,Tumor,H8-tumor.bam
67803651,1,>1000,Tumor,H8-tumor.bam
2863223,1,>1000,Tumor,H8-tumor.bam
10127,1,>1000,Tumor,H8-tumor.bam
7892,1,>1000,Tumor,H8-tumor.bam
13548,1,>1000,Tumor,H8-tumor.bam
134685552,1,>1000,Tumor,H8-tumor.bam
115109225,1,>1000,Tumor,H8-tumor.bam
2529130,1,>1000,Tumor,H8-tumor.bam
18702843,1,>1000,Tumor,H8-tumor.bam
101288912,1,>1000,Tumor,H8-tumor.bam
74227258,1,>1000,Tumor,H8-tumor.bam
687,1,500-1000,Tumor,H8-tumor.bam
33057040,1,>1000,Tumor,H8-tumor.bam
43869233,1,>1000,Tumor,H8-tumor.bam
149216281,1,>1000,Tumor,H8-tumor.bam
4050,1,>1000,Tumor,H8-tumor.bam
140274478,1,>1000,Tumor,H8-tumor.bam
140274407,1,>1000,Tumor,H8-tumor.bam
4739,1,>1000,Tumor,H8-tumor.bam
4740,1,>1000,Tumor,H8-tumor.bam
129492238,1,>1000,Tumor,H8-tumor.bam
129492215,1,>1000,Tumor,H8-tumor.bam
13333,1,>1000,Tumor,H8-tumor.bam
12347612,1,>1000,Tumor,H8-tumor.bam
12347616,1,>1000,Tumor,H8-tumor.bam
143809758,1,>1000,Tumor,H8-tumor.bam
143809884,1,>1000,Tumor,H8-tumor.bam
1109951,1,>1000,Tumor,H8-tumor.bam
1905,1,>1000,Tumor,H8-tumor.bam
